Text,True Sentiment,OpenAI Sentiment,OpenAI Response Time (s)
said subject matter controversy surrounded please overlook feel important part film salient struggles everyone keep pride trials whether dealing selfimposed male braggadocio sexual reawakening even life everybody human,positive,positive,0.38822412490844727
finally good movie made demented serial killer history less familiar ed gein basically madman known grave robbing skinning victims horror fans ripped shot period style reflects bleak plains wisconsin perfectly easily atmospheric horror film yet depict gein gruesome killings kane hodder jason friday th series michael berryman hills eyes ii deliver chilling performances serial killer opus easily leaves behind lackluster former gein attempts far id say one better horror films released year turistas,positive,positive,0.5683541297912598
really wanted like movie location shots mostly filmed pittsburgh trailer wonderful photography even filmed cartoon really badlymade movie continuity pacing simply awful best bits movie ending credits almost worth sticking end though oddly pick little last half hour sobr br best performance movie andy dick know theres got problem,negative,positive,0.3558502197265625
would promising student film never seems know going next decided next scene making film result much repetition deadening pace theres absolutely confusing procedure ghosts affect people world involves internet phone calls computer science experiment suspicious grad student withdrawn behavior red rooms dark stains suicides good luck figuring connections character ghost yet acting strangely characters barely sketched could ok theyre completely uninteresting far long ends reaches promising scenario although conclusion nonsensical weakest moment boss sits give incoherent advice,negative,negative,0.4943721294403076
reading book felt drawn castle rock needful things final part rock trilogy plot variant demon comes small redneck village type story king likes tell characters described loving detail made good psychological gory horror film hand awful gone character interactions clever plot replaced story tries exciting misses mile havent read book might enjoy else avoid costs films kings books,negative,negative,0.47615647315979004
space flick least think got halfnaked female prisoners space prison monster space station using virus infect humanity sexy encounters friggin hilarious acting bad space nuts looks like emmy award winning film story simple space prisoner gets chance reduce sentence investigating space station lost contact humanity finds doctor experimenting women angry alien fights forth movie worth seeing wet pants laughter like real scifi flicks nono great mood setter amateur film maker guarantee film better,negative,negative,0.49887967109680176
delighted find tcm showing love version josie lawrence jim broadbent joan plowrightthis film luminous ann harding wonderful performance frank morgan others acting made film farce wonderful unfolding later film reginald owens arbuthnot painful watch cant understand wife adores found watching film based stage play film based book original film also felt like snippet larger piece felt incomplete bad letdown,negative,positive,0.2198352813720703
plot corpse grinders much similar original corpse grinders left different film consists weird aliensbr br belief film would worst film imdb anyone actually watched plot disconnected several way many instances makes absolutely sense whatsoever real wonder world sequel created unsuccessful horrendous still somewhat better filmbr br would highly recommend film enjoy watching terrible movies good laugh,negative,negative,0.28024983406066895
film quite simply brilliant cinematography good acting superb story absolutely breathtaking story donald woods white south african thought liberal found reality apartheid kevin kline completely convincing much donald woods appeared tv years later recognised klines portrayal denzel washington also turns masterful performance everbr br urge watch long worth patience tells incredible story remember folks really happened,positive,positive,0.38585495948791504
excellent reason edison went straight video would landed theaters crumbling thud movie lasted entirely long perilously boring notch lowbrow thanks freeman spacey obviously spare two weeks next films bad guys laughable action near nonexistent justin timberlakes acting hate knock guy sooner realizes pop forte betterbr br movie isnt badjust mostly like fact cool j given appears shot leading man deserves unlike fellow musician costar act kevin spacey almost always enjoyable well see gulp several times chews scenery freeman ability elevate flick three stars tenhes goodbr br said done ultimate error movie mundane tiresome piece pseudoaction poppycock fails keep anyone awake also fails make anyone give good crap characters ts plain boring said rent suffering insomnia,negative,negative,0.443406343460083
dustin hoffmans debut feature isnt bad reputed spanishitalian coproduction filmed italy director using pseudonym dan ash film uneven generally diverting deals plethora shady characters search hidden gangster cesar romero despite thirdbilled elsa martinelli hoffman expires credit sequence even rolledbr br hoffmans performance obviously nowhere near nuanced later films manages dodge embarrassment playing basically amounts amiable klutz accidentprone american treasury agent sicilian descent named puzzu nobody seems able get right sent firm retrieve money told remain inconspicuous instead forever getting trouble though ultimately proves surprisingly resourceful finding loot foiling crooks winning girl martinelli romeros daughter whos somewhat wasted br br still films best moments provided suave gangster riccardo garrone apart wouldbe hardboiled persona hilarious use dialect hes flanked trio nitwits often prove hindrance fulfillment various schemes also view story set rome odd police officer investigating case spaniard doubtless exigency coproduction deal br br along years ive missed hoffmans italian comedy alfredo alfredo number times guess mainly leonard maltin rates movies video guidebut madigans million gets bomb pietro germi directing costarring luscious stefania sandrelli credentials film certainly respectable really hope turns italian tv soon,negative,positive,0.5614409446716309
needful things one favorite stephen king books movie one worst book film adaptations ever seen changed many things around made sick even concept book deception things always appear reminder throughout book shown movie althogh enjoyable many stephen king films many stephen king films one follow book became piece hollywood trailer trash,negative,negative,0.42988157272338867
seen movie honestly quite disappointed opinion movie lacks heart frankly didnt care happen characters end movie br br much could done movie didnt either rapped trying obscure make deep comment life trying hard characters story completely lost seen another picture director enjoyed well enough felt film lack whimsy heart left wondering point point movie point honestly didnt feel like tearing hair movie remorse lost time sad little filmbr br doubt people love movie frankly didnt,negative,negative,0.474468469619751
movie isnt good boring much blood horror film plot trods along much happening think female vampire stupid many chances kill vampire hunters since shows lighting like reflexes whenever one pinned takes time something always happens doesnt bite wonder went straight cablebr br final verdict anywhere near good first vampire movie youre sucker waste time,negative,negative,0.3836550712585449
known looked box video store saw lisa raye shes female ernie hudson aka le kiss death movie almost guaranteed movie bad eg congoif hudson exception ghostbusters films intentionally campy bad despite instincts fact saw civil brand yet another cinematic tour de force starring lisa raye rented anyway ignored hudson instinct oz ended watching quality series figured id give movie chancebr br lover bad movies definite must see got unintentionally funny movie ive seen loooong time plot fairly straightforward racheals monica calhoun sister killed band brigands led bobby brown like many action movie straps guns one last time vows avenge sisters death reassembles titular gang roses supposedly based true story female gang go exact revenge along way theres subplot something gold might buried town one nice thing say movie could tell stars riding looked great gallopingbr br funniest albiet unintentionally funny scenes look introduce stacy dashs character calhouns character rescinds vow strap guns replete clenched fisted cry heavens lil kims character joking lisa rayes character stacy dashs character killed lil kims character convincing lisa rayes character rejoin gang asian chick macy greys character talking bout debt paid etc exception calhouns racheal bobby browns lefteye cant even remember names characters cuz laughing hard introducedbr br director gone parody broad comedy would great movie unfortunately tries take seriously seemingly without first taking exposition sound design defense hiphop notoriously difficult work period piece set design script writing period historical research meor cleanest people whitest teeth old west seriously usually see movie thats good ask could done better first time long time answer unequivocal yes,negative,positive,0.5742268562316895
disgrace name lovable laughable critters saga writers feel need make movie unbearable watch quality standards critters cute adorable ever deadly behavior transformed killer baby arent terrifying gruesome spine chilling funny portrayed movies used love porcupine shots hidden thought repetitive boring killing eating thought movie would cool everything wrong ug evil killed known charlie movie sickens disgrace disgrace disgraaaaaaace,negative,negative,0.3164334297180176
way home day beach four young people seek shelter torrential downpour home lord lady alexander car runs gas dont know house theyre staying site satanic ritual jane camille keaton female group sacrificed male companions rush aid one accidentally kills lady alexander things really get hand everyone else attending black mass also killed four try make escape soon discover theres escape theyve witnessed one one meet fatesbr br gong tragic ceremony positive would enjoy slowburn gothic horror right alley im also quite fond riccardo fredas movies like horrible dr hichcock ghost vampiri tragic ceremony seemed sure thing unfortunately things dont always work way biggest tragedy respect tragic ceremony time spent watching mess movie minor exceptions nothing film appealed worked characters unlikeable plot incoherent schizophrenic pacing terrible theres subplot cursed pearls goes nowhere serves confuse things even addition nothing interesting happens movie time four leads realize theyre danger well past point caring dont understand reviews ive read praise acting camille keaton suppose terrific performance consider emotionless daze acting three male leads definition nondescript nothing stand supporting cast includes genre favorites like luigi pistilli luciana paluzzi paul muller none given anything fact mullers main contribution two minute long monologue end movie attempts explain happened previous minutes weak attempt provide wrapup weak movie,negative,negative,0.5532491207122803
director know camera many options always always always picks wrong one let travolta take charge controls movie beginning end characters developed maybe need watch singing pace sometimes fast sometimes slow miscasted travolta ok johansson grown even really br br happy ending well looks like must one story sad sad travolta doesnt know play guitar director doesnt look cares much totally synch br br idea thing great developed well simply full stereotypes lines heard many timesbr br bad another missed chance,negative,negative,0.5576612949371338
problem actors cast rle dorian gray either looked old part hurd hatfield helmut berger josh duhamel david gallagher ben barnes unable pull english aristocratic manner without stilted dorian perpetual yearold milky skin honeyd locks described wilde challenge finding actor maturity range part ie portray naivit callousness manipulativeness time looks like someone late teens peter firth pulls excellent british tv adaptationbr br gielgud henry wotton considerably older wilde mind wonders sceneswildes aphorisms never sounded natural unforced especially george sanders version pretty feeble comparison costume didnt fitbr br finally jeremy bratt plays basil masculine time gay trio fitting interpretation general film includes enough gay subtext without turning dorian gayhes things people supposedly theres drug sexual perversion hasnt tried years covered story makes narcist homosexual seems equally wreak havoc sexes according novelbr br course budget production large everything feels little stagey particularly dorians encounter sybils brother suffers obvious studio look also final shot dorian puppet suppose white toadlike makeup hilarious convincing basils death scene inadvertently funny also far recall basil killed seated tablebr br worthy adaptation im sure wilde would liked thing missing sensual side much sex scenes wildes decadent world fragrant flowers luxurious cloths precious gems isnt really explored ie aestheticism completely missing like claudius excellent acting makes one easily forget shortcomings production values,positive,negative,0.5048105716705322
well course critics hated isnt movie thats going bigtime critical acclaim fact really goodbr br sure dont like chris farley brand physical comedy exceedingly dry wit david spade youre going like rest us movie many hilarious matter quotable sequences plot isnt half dumb black sheep parts arent meant humorous actually done well youd expect movie ilk acting really pretty goodbr br tommy boy without question chris farleys best movie give suggest give view,positive,positive,0.6212217807769775
awful travesty greek resistance senorita cruz badly miscast cephalonian greek girl plenty attractive good english speaking greek actresses pick spanish lady one leading roles english actor father supposedly greek doctor many supporting cast well known actors actresses greek theatre tv series foreign actor knowledge successfully portrayed greek anthony quinn macedonian lignite miner zorba zorba greek plutocratic shipowner greek tycoonand greek colonel guns navaronebr br historical truth reflected film people remember italian occupation ionian islands agree italians harsh unlike germans succeeded also mussolinis forces hinted movie defeated greek army albanian campaign germans intervened balkans allowed italian military occupy certain parts greece refusal local government surrender italian forces rather germans portrayed film quite plausible although certain actually happened,negative,negative,0.2947261333465576
saw movie first thought boring nothing happening scary things started happen like church dies brought back life also gage mom die idiot dad bring back life even though nows warnings ignores judthis steven kings best work thought best work shining dont think people see movie comment awful wrong think thinking person better job making horror flick mean making gage evil kills jud genius making innocent unsuspecting character one killers cool people didnt like movie dumb scary movie nothing dont expect something movie isnt still general area wasnt good still recommend people watch movie,positive,positive,0.4879646301269531
difficult express bad movie even intellectual searching meaning life fashionable beatnik rejection physical comforts clean clothes haircuts etc common reaction smug middleclass mores usa western europe movie would stinker plot mishmash several dei ex machina thats correct latin grammar acting consists deadpan stares broken occasional hysterics male lead well females gratuitous view catherine deneuves somebodys breasts worthy budweiser commercial repeated cacaphonous orchestra rehearsal abandoned building im sure heavy meaning directors mind one stupid symbol thrown meaningless movie im ranting time wasted watching scam excuse art flic scenery beautiful sex scene hot underneath clothes king substance,negative,negative,0.5919454097747803
next karate kid thoroughly predictable movie like predecessors predictability often results feeling impatience viewers part often wishes story could move little faster despite lulls extreme familiarity however fourth entry series painless almost exclusively presence morita doesnt seem tired role inject life humor film becoming best reason see awful nothing much either,negative,negative,0.21871590614318848
legend andrei konchalovskys towering half hour poem siberia begin must hold back space takes time roundabout explorations halfremembered childhood memories turnofthecentury backwoods village yet movie goes picking steam building emotional resonance though even sounds images compose become imbued sheer association subject matter quality fierce tireless quiet dignity characterizes soviet working spirit konchalovsky celebrates soviet collectivity almost revisionist way paeans like soy cuba invincible mood turns somber reflective news revolution reach secluded siberian village grapevine fruits labor reach world war calls young men enlist konchalovksy zeroes individual care affection examine bitter longing regret woman waited years war fianc never came back waited long enough go become barmaid ship velvet couches quit years later come back village care aging uncle killed fiancs father axe irreverent folly fianc came back war hero years late came back sake girl left behind drill oil motherland despair resignation middleaged regional party leader comes back small siberian village sole purpose blotting map build power plant movie segues decade decade amazing newsreel footage trailing soviet history revolution war famine titanic technological achievements empire terrific visuals kinetic violence skewed angles flickering cramped shots crowds faces actual movie focuses individual triumphs follies small big second half sense bittersweet fatalism creeps broken lives never reached fulfillment choking regret yearning cant matter seems like world saying konchalovksy answers must matter protagonists keep trying redemptionbr br yet behind saga man landscape something seems hover shadowy almost substanceless like eternal old man hermit appears every segment guide repudiate protagonists sometimes mere spectactor sometimes enigmatic sage little behind straightforward logical incomprehensible ultimatums challenges affirmations human characters something invisible seems lurk ghosts fathers appearing sepia dreams repeated shots star gleaming nightsky curious bear indeed eternal old man konchalovksy calls awe reverence mystical land order treatment small backwoods community struggling nature progress time ways learns deal often funny bizarre tragic time director never allows cynicism override humanism reminds shohei imamuras profound desires gods dream scene alexei tears planks door plastered propaganda poster stalin reach dead father vanishes fog movie hints betrayal soviet dream better yet things lost revolution betrayal made explicit films fiery denouement amazing visuals elegiac somber raw naturalist edge help seal deal end oil derric erupts flames movie erupts wild explosion pure cinema,positive,positive,0.24433016777038574
begin killing mind mention good bit movie young psychological profiling fbi woman something reason goes work lapd wee recognisable faces like love man bloke waynes world playing cop nice beardage two guys always seem play cops playing guessed cops one one cops gross point blank following john cusack place fbi guy specs final destination also fugitive another cop know fbi us marshalls cia etc arent cops theyre enforce law certain degree makes cops book feel free disagree definition cop want theyre still seen ones trying bring bad guys digress woman working alongside cops seem sit around library basement something unknown reason decides reopen case hasnt looked yonks saw dead body kid naturally decided reopen case cos personally attached also like person profiling peoples psychological state witnessed murder scene child surely thats kind thing screw someones head starts asking questions journalist covered story open even though appears age woman presumably either writing newspaper wrote school reports decided hed best person ask itbr br see well reopening homicide cases years earlier tries hand petty theft really inconspicuous bloke sprints busy street wearing balaclava way blend moron anyway cops shes eating ice creams park give chase whilst crossing bridge woman child standing thief grabs baby mothers arms throws baby river havent already guessed best bit movie im sadistic dont hatred babies anything scene looks stupid promise wet pants laughing watch movie gets better cop final destination fugitive jumps rescue baby declares friend baby know jumped beyond mebr br anyway chases thief loses later remembers random dog didnt bark thief assumed must decided track thief dog dog markings anything knew find dog thus find thief another question wont go shortly stopped watching story moving really slowly stopped laughing baby throwing bit kind lost interest missed saidbr br saying ill go ahead assume killer journalist bloke seemed bit shifty spending lot time anyone watches columbo knows person outside police force spends time investigating officer bad guy plus peoples reviews say killer pretty obvious im sure himbr br pants film worth watching one glorious scene,negative,positive,0.39318323135375977
guess beat street made national appearance flashdance came time problem flashdance one break dancing scene rest jazz dance ballet one reasons beat street better movie could rival beat street seems footloose movies focused dance used people express utmost feelingsbr br breakdance scenes beat street come middle end flick loved almost break tricks featured break jam scenes jackhammer flares head spins suicide sit crazy legs mortal forward flip figure fouralmost everythingbr br like warriors beat street violence related gang life hip hop worldbut much less violent way former major fight scene beat street graffiti artist ramon movie abbreviated ramo chased rival gang member new york city subway tracksfighting third rail dying electrocution rail well although chase scene ended tragically better died way blood exploding gang gunshotbr br gang stuff flick graffiti related hiphop culture rap music lot rap music appeared flick hiphop members used rap music diversion negative aspects gang life even theme song movie closed curtain flick homage hiphop cultureit also homage death ramonbr br way dance scene called tango tango guess female drummer pit orchestra conducted actress rae dawn chong sheila e making cameo appearance,positive,positive,0.7637627124786377
admit majority film uninspiredbut still entertained wonderful sense frenetic energyabove average musicand women film fiercely defend themselvestheres prissies think dozens films way worseat least one intriguing plotline along social commentarythey allude military deals viral epidemicsdestroy everything sighteven means people youre supposed savingalso dangerous martial law since point democracy ceases exist fulci seemed attempt combine earlier workzombiebeyondgates hellin effort somehow improve themhe failedbut definitely miserablylike number people would thinki soft spot zombie films admit im somewhat biased comes reviewing themall im saying movie good one time aroundif wasnt much descension making filmfulci quit brunoi hack best themmattei took overit could much better focusedits going stay collection fulcis zombie swan songone surprising note scene zombie cemetery man actually ripped offi couldnt believe myselfcheck youll surprised,negative,positive,0.2940337657928467
story screen first must say touch movie best sucks really story beginning seems okay ten minutes gets worse hardly see screen dark timebr br touch,negative,negative,0.2684783935546875
movie cute opening truly believed one best romantic comedies ive seen something particular foreign way movie set realistic yet somewhat abstract mystical story line started becoming unrealistic say ending corny predictable would almost understatement typical romantic ending everything goes great every likable character scene main character realises made mistake chases woman dreams confess love front sympathetic crowd lookers come end good guys win bad guys loose get picture waste potentially interesting movie,negative,negative,0.4440877437591553
awful casting ive ever seen clark kent crack head feminine looking woman trans onbr br stupid ass violence sake violent content meaning person never streets jokebr br thing dumber movie fact finished watching kept thinking couldnt get worse endbr br trying way hard hook movie trying freaky stupid really say cant leave comment unless write morebr br please take advice bother watching movie awful,negative,negative,0.4822103977203369
sick current cinema output particularly american cinema ive making effort see oscarwinning foreign films thats came across gem slow start picks nicely war declared basically old fashioned girlwaitsforboytoreturnfromwarstory performances cinematography make much tatyana samojlova young woman didnt become international star beyond methough remained successful country take journey young defiant impetuous young girl ravages war becomes sober somber woman keeps glimmer hope final scene devastating love much camera camerawork pioneer handheld camera work truly adds immediacy story beauty like tatyanas character running stairs next slatted fence humbled grateful see film,positive,positive,0.380511999130249
film amazing perfect hollywood standards encompasses gentle look wide divide rich poor black white true many parts world handles audience kid gloves delivering truthful look societal problems children beautiful take special note young man plays sipho friendships develop universally true anyone relate choices young people make influence adults interesting appears taken real life experiences snipits conversations interactionsmuch like child would remember experiencing would highly recommend film,positive,positive,0.20514321327209473
movie go history one greats right along side citizen kane casablanca waterfront someone please convince leno sequel leno morita comedy duo likes havent seen since abbot costello evil emanates chris sarandon tom noonan randall tex cobb give chills dingmans character buffoonish oaf hearkens back days shakespeares comedies climax goodness climax wont ruin makes explosion death star pale comparison track hardtofind gem family favor buy immediately im still holding hope special edition dvd one days,positive,positive,0.5272390842437744
homicide junkies movie great every single character ever show made appearance movie helped resolve issues series unfortunately unless actually watch series enjoyment would lost movie made heavy references every season shows existence probably would appropriate series finale opposed separate movie got ta take get hope make movies continue feature homicide characters law order,positive,positive,0.5594556331634521
spoilers understand really happened first warrior stay alive real war think offlineanalyticallycritically linear otherwise come false conclusions majgray dumb unstable person truth something completely different firm hardened veteran way could killed capt omalley wants kill way choose man retire youve never first line cant understand intentionally prepare suicide first seduced mary jane intentionally acted dumb stageed argue shutting incident witnesses protect later done wants comes trial gave son bullets assure could load gun later came night loaded gun woke put gun hands acted attacking shot first time raised knife cried one kill shot died put knife like trying took back first shot also gave message last cry first kill everything change inside mind destroy life way die man yet killed somebody love choice prerogative war army thought far grow finally save life till left military life end understand die vain man helped prepare carry trial outcome trial col sam doran help lt tim macy macy didnt know really going outcome expected took photos mary jane majgray order col sam doran gave order majgray asked refused leave army coldoran asked col doran convinced prosecutor charge premeditated murder knew cant found quilty instead manslaughter possibility found quilty taken photos coldoran also suppress argueshutting incident escalate prevent prosecutor doubt premeditated murder charge let revealed trial greatly influenced jury doubt outcome trial col doran way anything majgray ask saved life battlefield mary jane choose go trial person integrity principles majgray choose somebody deserving somebody honourable keeping secret really happened night also prove honourbr br miroslav,positive,negative,0.3417215347290039
acting great good actingbr br director makes stupid decisions filmbr br writer story makes sense huge amount flawsbr br overall score moviebr br dont waste time film worth gave movie may much characters exaggerated ever real life pretty unexplainable stuff happens storywise good way style film filmed get bored minutes many special effects slow motions camera shakes fast forwards always good movie uses music make story go smooth theres many tracks one first hour almost dialogs musics,negative,negative,0.5032496452331543
good enough movie probably wont disappointed roy scheider right french connection playing cop name buddy also use toomemorable wheelman bullitt first youll think youve seen car chase face still memory car chase great one many car movie scenes technical editing errors check puppet chain french connection ii good long intense chases,positive,positive,0.35538220405578613
believe thats pretty stunning accomplishment take jolly roger massacre cutters cove change killer pirate prospector change obsession buried treasure old gold color puke green deep blue miners massacre problem least jolly roger entertaining enough albeit sobaditsgood way keep watching whole two hours theres stripjointmurder scene bizarre killings cant tell many times lost interest miners massacre started dishes cleaning around condo ending absolutely silly er dude randomly reappears nowhere kill local sheriff lead actor actress sitting sheriffs cruiser screaming truly horrible movie,negative,negative,0.5219271183013916
never heard film til played part robert mitchum retrospective national film theatre london almost years cast list looked tasty say least seven names addition topbilled mitchum public domain charles mcgraw long killers barbara bel geddes long dallas arguably still better known daughter theatre set designer norman walter brennan needed introduction frank faylen sadistic male nurse lost weekend much nicer smalltown mensch wonderful life robert preston still decade away harold hill music man tom tully phyllis thaxter making numbers alas wasting time looked vain signature scenes given robert wise bullhorn time hed made around half dozen films still find style story old friend range war mitchum must thought barely cut hopalong cassidy oaters hed cut teeth new twists dont count unbelievable scene mitchum accuses preston sleeping thaxter gain information fathers plans move cattle perfectly true mitchum know weve seen heard nothing indicate discovered balance lot said,negative,positive,0.30469179153442383
enough enoughsometimes need stop making movies based concept long dead first tremors movie great second one ridiculous third one nauseating tv series depressingly awful movie drives stake deeperbr br basically another excuse cheap computer effects puppetry series set wild west fight graboids like rehash first one learn beat mildly entertaining suppose otherwise straighttovideo release like tremors going way far oh continue wonder never record events taking placedid simply forget record unprecedented event think something like would historymaking pals first film wouldnt unprepared br br movies like ruin original make crazy avoid garbage,negative,negative,0.4253695011138916
three remakes plot like three vhs addition copy one dvd enough variation scripts make three entertaining rewatchable addition film remade three times star casts course main stars one great supporting actors also superb particularly like william tracy pepi scene stealer searched find movies appeared many available comments also say buy one,positive,positive,0.22262144088745117
one beautifully morbid films ever seen merhige created living painting unfolds horrific violence sex minimalist retelling life jesus christ high contrast thick layer grain make question really seeing times use texture combined extreme contrast create incredible viewing experience film everyone think keep open mind quick condemn film content extremely rough make fairly important statement creation god humanity whether film work art shock value trash open discussion,positive,positive,0.5525405406951904
crude times crass thats summation madhur bhandarkars latest work page point view shallow funny digs stereotypes movie reporting clan people called page types busy socializing progressing profiles life time anything else either press report everyday incidents madhur bhandarkar forgets main newspaper page supplement perhaps entertainer checking whos whats dont mix two power play would happen every walk life told end nothing crude jokes strung together otherwise direction less movie,negative,negative,0.35436296463012695
stephen king movies funny thing either really love loathe fancier productions desperation storm century didnt enjoy smaller ones really loved sleepwalkers one really enjoy watch regularlybr br story revolves around charles brady mother mary sleepwalkers shape shifting creatures although human like appearance shift feline like creature immune scratch cats whenever move new town lay traps catch kill animals move latest town need seek virgin charles finds one actually falls herbut mother needs feed keep strength story revolves around happen girl charles spare use save motherbr br although story overtones incest may find unappealing actually play part story therefore plonked movie scandals sake like stephen king stories based small town lots interesting characters acting isnt best special effects however somehow whole thing tends gel watchable enjoyable adaptionbr br uk readers production recently shown bbc scifi sky thrillerhorror channels,positive,positive,0.44240593910217285
watched movie costas mandylor lauren holly adored together picket fences treat see together best movie ever made cute predictable sometimes mindlessly fun movies needbr br desserts gorgeous wanted eat love one fell apart though bet still tasted goodbr br costas lauren still great chemistry back picket fences swooned kissed moviebr br wouldnt watch great filler one night,positive,positive,0.22096967697143555
bus drops nameless man outside rundown standard oil gas station middle nowhere never learn bus came even passenger prisoner bothersome man referred title movie died gone heaven hell like man dont get chance stop wonder met gatekeeper sorts shuttled nondescript city day one choices made apartment rented job found office assigned fact life entirely unlike life virtual reality corporate cubicles suburban condos women heartless dinner parties drag office jobs suck pieces dont fit puzzle silently efficient grayclad goons roam streets sort paramedics secret police children story even set real world whenever think might getting answers new mysteries unfold bothersome man leaves half relieved half wanting hope make computer game soon,positive,negative,0.5053791999816895
