Text,True Sentiment,OpenAI Sentiment,OpenAI Response Time (s)
grupo juvenil st elmos fuego graduado universidad apenas parece capaz de hacer la escuela secundaria mucho menos cuatro años prominente parte universitaria niños irresponsable egoísta codicioso estúpido aún coguionista director joel schumacher aparece sostener piedras de toque generación ahora obsoleto elenco visitantes fondo puntuación suena terriblemente términos similares cariño escritura señores presunción rodearnos fuego Un incendio insignificante se vuelve aún más vergonzoso. Pasan los años.,negative,negative,0.3241236209869385
"parece que hay gente involucrada relleno de películas urnas aumentar calificaciones buenas noticias aparentemente gente vista supongo que hace la película de participación no conozco a nadie soy usuario de imdb desde hace mucho tiempo revisar registro de votos reseñas últimos siete años prometo que estoy dando una opinión honesta e imparcial el año que viene fanático del terror también apareció pareja de películas de bajo presupuesto él mismo br aside par interesante efectos de video frankensteins pesadilla sangrienta incoherente aburrido técnicamente defectuoso más allá de lo razonable aparentemente filmado silencio stock audio doblado sonidos como grabado pieza de hojalata cuerda de todos modos tres cuartos diálogo inaudiblebr br visto comienzo final idea historia incluso uno parece director en su mayoría impresionante tomas panorámicas largas esquinas mesa espacios negros muertos nada pad película sería un problema para uno en realidad trama en desarrollo dando sentido a la película ritmo caso aunque la regla no se aplica no importa escenas filmadas no agregue historiabr br ver video ejercicio futilidad en todos los niveles lo que sea que la gente haya trabajado escribiendo como sea que lo estén intentando influir en las calificaciones imdb cosas malas y tediosasbr br eso es La verdad honesta estás pensando en gastar dinero, tiempo, uno piensa fácil, encuentra algo mejor, no encontrarás mucho peor, eso es una verdad imparcial y sin adornos.",negative,negative,0.5625462532043457
actualmente metoos nuevo horario pm entre semana cierto disidente derecho salvaje salvaje oeste seguido star trekbr br no sé nunca vi el episodio originalmente estoy realmente cautivado excéntrico inusual surrealista historias conjunto oeste mítico tipo desnudo ciudad westernsbr br estrellas invitadas dan duryea lyle bettger brian donlevy macdonald carey rick jason traicionero mexicano joven dick van patten jack lord noah berry jr colorido mexicano martha hyer marguerite chapman incluso ann robinson mundos de guerra gloria talbott casado monstruo espacio exteriorbr br corrió ocho temporadas episodios enero diciembre br br eric fleming bastante notable jefe de rastro gil favor impasible hombre que alguna vez vivió código honor samurai equilibrio correcto dureza generosidad votaría presidente día pd interesante biografía httpwwwimdbcomnamenm br br joven clint eastwood bastante llamativo impulsivo mano derecha ruidoso yates también veterano actor occidental música country figura inmortal tuerto volador púrpura gente comedor sheb wooley explorador experimentado pete nolan paul brinegar hace personaje cascarrabias cocinero podría preguntar Wishbonebr br hay un gran tema musical interpretado inmortal frankie laine tema inconformista tengo canciones temáticas occidentales corriendo cabeza daybr br espero con ansias cada episodio estoy coleccionando todo el conjunto buen momento mencionar experiencia de movimiento siempre garantizado uno espera ver a los niños obtener dificultades enderezadas comercialbr br rodando rodando rodando,positive,positive,0.2432842254638672
coloridas westernbr br wyoming vaquero james stewart moseys territorio de yukon cavar oro vender novillos intentar conseguir cita bonita propietaria del salón ruth romano agitar la cola sheriff torcido john mcintire quiere ganado stewarts bonitas cinematografía esfuerzo colaborativo william fritzsche bill daniels buena aventura en tecnicolor universalinternacional dirigida anthony mannbr br también protagonizada por corinne calvet connie gilchrist walter brennan stewart compañero,positive,positive,0.424879789352417
andrei tarkovsky hackearía dirigiría a madre hijo en lugar de reflejar una sola película pretenciosa hecha en cualquier lugar del mundo convencido hijo sin nombre cuida madre sin nombre amor supongo no estoy seguro no son personajes ni siquiera actores interpretando personajes menos podrían bonita incluso la naturaleza parece ridículamente conmovida cambiada donde sea necesario computadora macintosh podría sokurov ven técnica trillada aspecto distorsionado ración nacería ayer comprar basura,negative,negative,0.28699159622192383
"intentos terroristas robar arma biológica ultrasecreta proceso tratando de escapar infectado caso que contiene agente mortal soldados comprometidos capaces de recuperar el caso el terrorista abre paso intentos de hotel esconderse eventualmente hacer que se esconda limpiar los ocupantes del hotel desafortunadamente deshacerse de la cremación del cuerpo que has visto regresar muerto viviente saber que sucede a continuaciónbr br zombi críticos ampliamente criticados Los fanáticos de los zombies por igual completan una película desordenada, esa es una evaluación justa sin puntos altos, una cosa es que hay muchas muertes sangrientas que mantienen felices a los perros gorehounds. Hay abundancia. Los zombies parecen venir a todas partes posibles. Son vigas de agua. Casas. Árboles escondidos. dentro del refrigerador ver creer que la escena sola hace que sea necesario ver a los zombis, en mi opinión, puede ser una edición terrible, actuación cuestionable, especialmente el doctor uno, los peores actores que he visto zombis, todavía es una película entretenida, a veces es agradable sentarse, ver la película no requiere nada, tiempo, mente abierta, los zombis se adaptan a la factura, incluso son agradables, abrir cervezas, mirar con ideas afines. los amigos dan puro disfrute",positive,positive,0.5493984222412109
mira muy posiblemente una de las mejores películas américa oferta resto mundo odio película odio libertad recuerda tiempo temprano incertidumbre economía débil comunismo nos amenazó destrucción nuclear casi certeza confusión vino héroe acariciador as ned beattys actuación película mostró nunca tipo emitir unidimensional víctima desierto triunfo inspiración en pantalla química burt loni hace comparaciones obvias brad jennifer jim nabors poeta ve a ver la película esta noche,positive,negative,0.2133634090423584
identificación visto visto bastante malas películas navideñas vio jingle way se veía mejor padrino papá noel película alegre santa ayudando a los niños casi se siente demoníaco viendo santas jolly hohoho reemplaza mal risa diabólica estoy seguro convertido muchos niños trama navideña masacre extraño ataques a lo largo actuaciones diálogo santa vive tierra alta polo norte niños de todo el mundo prepárense navidad santa enemigo llamado tono satanás intentos de tono arruinar la navidad de santa haciendo tres niños traviesos creando desvíos como mover chimenea haciendo pomo de puerta tono caliente causas santa perro atacado ayudante de santa pedro merlin mago obtener santa pepinillo br br todo filmar francamente malo extraño satanás mucho bailes en realidad parece mucho feliz santa santa habla entregando regalos niños niñas todavía parece entregar casas niños méxico reno juguetes de viento reno se ríe estoy asombrado no trae lágrimas los ojos de los niños es aterrador todo terrible primeros minutos simplemente santa tocando el órgano los niños cantan probablemente una de las escenas más extrañas santa disparando trasero minicañón riendo a carcajadas el tono baila alrededor del dolor creo que es mejor que los padres se lo digan a los niños pequeños los bebés vienen mostrando risas positivas histéricamente aprecian mal cinemabr br calificación bomba minutos,negative,negative,0.28852248191833496
peter lorre da una actuación malvada propietario titulado lugar trama nuevo agente del gobierno poner pista personaje de peter lorres contacto gmans mató a los agentes de lorres gman envió a prisión matando a pesar de que todo el mundo sabe historia hombre lorre puesto en libertad cuidado traído isla minería diamantes lorre quiere saber héroe sabe no está hablando voluntades de batalla establecer movimiento br bueno sólido pequeño thriller no tiene mucho sentido en cuanto a la trama incluso la película mantiene el interés poner la película anoche ordenar usar algo deriva en su lugar cuento encontrado fascinante suficientes minutos extra lorre razón uno cae bastante comportamiento desconcertante pequeñas órdenes claras forma en que todos reaccionan mirar encender cigarrillos mal amigobr br vale la pena mirar atropellado,positive,positive,0.2749197483062744
"madonna obtiene acción falla quién es la chica estrenada un año gran fracaso shangai sorpresa dos exitosa película de culto buscando desesperadamente susan eligió actuar olvidar el fracaso película anterior sospechando que este último podría fracasar película recibida mala aceptación crítico estadounidense audiencia europa éxito madonna afirma que la gente no quiere que ella sea exitosa estrella del pop estrella de cine banda sonora el álbum canta cuatro pistas se vende bien título de la canción sencillo un gran éxito mundial como gira mundial la verdad es que Madonna fracasó como actriz porque el guión es bastante débil pero es malo, especialmente como basura destartalada colorida alegre acción película final gracioso ver",positive,negative,0.3026466369628906
"poco respeto merece me gustaría película estatal horrible cineastas buenas intenciones calidad general dirección valor de producción obviamente falta mucho recomendaría la película a cualquiera le gusta buena risa desperdiciando dos horas de vida duradera experiencia verdaderamente dolorosa me sorprende incluso encontré estante de DVD de película bien colocado pensé que tal vez iba bien podría descubre una increíble película independiente, deseo equivocado, una película nunca vista, un primo de un año no podría hacer una película peor, me alegro de haber visto la película, finalmente decirle a la gente que he visto, la peor película jamás asegurada.",negative,negative,0.23902678489685059
película hecha incluso teniendo en cuenta generosas concesiones fiscales inversores cinematográficos australianos dan una explicación razonable película dada goahead amor de Dios actores película australiana bgrade celebridades actores gente como john michael hollywood howson baterista original banda oye oye sábado locutor chico cuenta regresiva diciendo todavía visible mucho tiempo dar cerebro la atención no merece ninguna guión malo incluso confeso bgrade horror actuación calidad de la película peor a menudo se ve aunque película casera incluso realismo de película casera cualquiera interesado cine australiano por favor ame a Dios pretenda que la película nunca se hizo,negative,negative,0.26525378227233887
comencemos líneas simples espectadores lado pareja buen director detalles puntos ver escenas de la película bonitas efectos especiales bastante bueno buena actuaciónbuen paisaje también manera de la historia espectáculos simples unidad de escuadrón de bombas del ejército de élite actúa a veces muere espectáculos drama vivir guerra experiencia de película película de acción seria chico adicto clic perdido obtiene ojos mente atascado pantalla una cosa necesita presente película orden considerar buena capacidad sumergir espectador película realidad el tiempo no sucedió permaneció consciente película entera br br honestamente hablando pensar que la película ganó lugar fama basada subconsciente atractivo patriotismo americano saludable genuino sentimiento uso adecuado película generador de fama película guerra crece popularidad basado en esobr br pensamiento simple Segunda Guerra Mundial película cambiando el tiempo todo lo que queda sería otorgado seguro que los grandes elevan el listón muy alto br comparado rivales oscars no creo que los premios se otorguen correctamente,negative,positive,0.3199739456176758
"espalda película de Batman fan de la televisión espectáculo amado nuevo antiguo películas amadas película gran gente esperando opinión grande deja pensar problema drama máscara de batman fantasma batman más allá regresar bromista lote drama batman mr congelar sub cero drama también pensar película luz escena de batman parece pequeño oscuro gran lucha perdición final de todos modos Ok, la película de Batman se alquilaría.",negative,positive,0.31888604164123535
película título alternativo ley marcial razón presentada jeff wincott primera vez gran introducción aunque nunca la escuché parecía excelente luchador escenas de acción película genial mucho camino reclutar pelea pacificadores sede especialmente buena hay algo un solo tipo golpeando a un montón de basura gente eso es muy divertido resto elenco brigitte nielsen buena elección villano roles como encaja con otros no matthias matices también buen trabajo siempre es un gran luchador personaje machista buen rival película wincott,positive,positive,0.2743847370147705
El potencial de la película es realmente malo. Lindsay Crouses actúa. Nunca he visto nada más. Tal vez a los fanáticos de Crouse les guste algo más. Película de rendimiento badbr br entrega entrega robótica. Las líneas aparecieron tratando de asegurarse de que las líneas sean correctas simplemente leyendo la lista. alguien bizbr br odio comentario malo actuación larga se pega cualquier otra cosabr br sin embargo le gustó la historia continúa mira la primera parte guión buena película final decepcionante bueno tal vez actuar mejor me hubiera gustado,negative,negative,0.24031972885131836
irán mujeres admitido juegos de fútbol oficialmente salvado lenguaje vulgar comportamiento audiencia masculina curso sexismo mujeres formas inferiores seres humanosbr br chicas valientes se oponen intentar llegar al estadio usando diferentes trucos soldados atrapados sostener amable jaula policía venir recogerbr br a pesar de la situación demencial filmar mucho humor también alentador ver gente siempre Encuentra diferentes formas de luchar contra la opresión. Te conmoverás. Muchas risas. Buen trabajo. Director. Jafar Panahi. Muchas maneras. Comedia heroica.,positive,positive,0.2901597023010254
"Los actores infantiles también parecen molestos. Los creadores de la película luchan por llenar los minutos. Escenas de muerte decentes, aunque las escenas de muerte de la película se sentirían como las de Disney. Espera, nada lo recomendaría a nadie que se moleste a menos que seas un ávido coleccionista de terror.",negative,negative,0.24420952796936035
pareja joven decide huir la soleada california nunca llega al destino decidir tirar de la parada de descansobr br pelear novio nicole carrow insiste en tirar de la parada de descanso listo salir salidas baño encontrar novio desaparecido coche salir atrapado caminos secundarios texas autocaravana abandonada hacer compañíabr br parada de descanso uno barato de mal gusto películas de terror podrían convertirse clásico de culto parada de descanso convertirse en clásico de culto puede preguntar bien tres elementos necesitan convertirse en clásico de culto sexo sangriento mérito artístico parada de descanso cubeta cargas sangre querer regalar mucho contiene montones de maldad empapada de sangre película todo chico malo corriendo policías piernas coche varias veces haciendo uso taladro neumático chicas tiempos de pierna película sangrienta también gratuita pero de alguna manera bastante íntima escena de amor minutos de apertura película por lo tanto sexo cubierto duro mérito artístico nunca ver cara de los malos ver vislumbres perfiles siluetas sombrías sin rostro implacable monstruo solo puntuaciones mérito altamente artístico escala personajes de la película aparte protagonista principal nicole carrow jaimie alexander desde que pasa gran parte de la película revela pensamientos curso conversación debe hablar en voz alta audiencia sabe tiempos de pensamiento ligeramente irritante sin embargo valiente paso escritor john shiban trabajo mayoría de la audiencia de la película sabe completamente solo civilización aislada lo suficientemente aterrador incluso persiguió asesinos psicóticos br br parada de descanso convertirse en un clásico de culto probablemente a lo largo de sexo sangriento discutible mérito artístico también muchos escalofríos interesante trama inventiva da lugar muchos gritos pantalla personaje principal muchas cosas definitivamente corriendo asesino psicótico divertidas películas de terror quejarse estupidez víctimas,negative,positive,0.30614376068115234
dar lo intenté intentar hacer el bien incluso tuve a luke wilson involucrado luke wilson bueno mucho no puedo hacer una historia de hechos personajes defectuosos subdesarrollado br corriendo mordaza matón estúpido nunca divertido me cansé mordaza muy rápido descalzo niño poco tipo débil hizo autostop florida sí okbr br película se sintió como un niño promedio tiempos de película mantra subrayado adultos niños estúpidos la parte inteligente se vuelve aburrida momentos divertidos carrito de policía Wilson condujo el coche patrulla perdido amaba el carrito especialmente Wilson convirtió sirenas nada más que valga la pena,negative,negative,0.23719000816345215
"La película comienza de mal humor viejo productor de Broadway excepcionalmente bien interpretado veterano personaje actor Richard Carle impulsado hombre esperando vender historia próxima obra sin embargo mala tormenta el auto se atasca barro forzado mirar lugar pasar la noche afortunadamente hay una mansión cerca aunque parece bastante extraña gente adentro saber el escritor dice que no se dio cuenta de casa el hombre sabía despreciado sin embargo parece una mala escritura artificial notas parte una artimaña elaborada escritor grupo actores acto en casa trama sin embargo a medias artimaña productor asistente intimidado figura asesinato misterio teniendo lugar en casa falso pensar todo el asunto bastante gracioso uno se da cuenta aunque escapó maníaco suelto entrar ideado pequeño trama giros maravillosos parece real actores de asesinato realmente aterrorizados compañero de carle engaño convencido explicado trama muchos aspectos película te imaginarás y seguramente te mantendrás entretenido adivinando b br considerando b película dominio público ciertamente grandes esperanzas pequeña película sin embargo, la película emocionada se volvió mucho mejor película promedio con giro de novela interesante viejo clichd trama noche oscura y tormentosa mansión pasada más trama de la película buen diálogo incluso mejor con mucho ingenio brillante ritmo agradable lleno de sorpresas agradables que vale la pena el tiempo",positive,positive,0.25427842140197754
película realmente estúpida hora aburrida casi demonios nada bueno nivel de película malos actores intentando patéticamente hacer que la película obtenga suficiente dinero comer evitar costos,negative,negative,0.3503150939941406
intencionalmente extraña adaptación borges cuento típico cox fuerte sentido visual habitual deshecho espantoso medio cocido actor elenco película definitivamente surrealista tradicion bunuels período mexicano parece tiempos como los pobres toman lars von triers elementos crimen coxs preferencia aparente soltero toma cortes sonido ambiental grabación trabajo películas efectividad valor parece finalmente decepcionante,negative,negative,0.2253727912902832
"petes meteor visto referido auténtica joya atrapado película el sábado por la tarde un poco deseado no br aparentemente notado mike myers primer papel dramático desafortunadamente la película lo primero que notarás petes meteor sufre una falta total trama más bien un montón pequeñas subtramas no están realmente conectadas no vayas a ninguna parte joven huérfano mickey vive hermano menor hermana abuela tierras de meteoritos jardín eventualmente recogido científico llamado hugh a pesar del título película mickey uno reclama la historia del meteorito en realidad pequeño forma de meteorito formar varios personajes tramas secundarias introducidas como dicho realmente no vayas a ninguna parte br br las cosas van lindas película familiar thriller oscuro bastante rápido pete mike myers introducido comienza jugar papel micky culpa a la muerte padres, aunque en realidad nunca lo dijeron, sucedió, hugh, problemas de romance, la novia no puede superar la fascinación cósmica, petes, relacionado con las drogas, el pasado comienza a atrapar temporalmente, atrae a la novia, el resto, mezcla del reparto, personajes turbios, comienza a intentar matar, parecería, trama principal, darse cuenta de que ni siquiera aparece a mitad de camino de la película, haciendo que todo lo demás parezca inútil. relleno hughs problemas de chicas mickeys mal comportamiento meteorwhat tierra muchobr br trama desarticulada medio inútil buenos personajes del reparto guardar la palabra clave correcta buena personajes mayoritarios gente terriblemente desagradable te gustaría ver morir horriblemente menos lo sabría a pesar del título mickey parece personaje principal muy mal movimiento ver acción uno peor niños pequeños He visto una película extremadamente mala actitud problema toma prestado auto acosa habla basura hugh adulto tomando meteorito en realidad intenta quemar la casa del hombre no se sale con la suya, incluso intenta apuñalar a pete cuchillo pensarías que es un niño como la cárcel desafortunadamente una de las peores cosas que la película mickey nunca entiende lo que viene estoy seguro de que eres supuesto personaje comprensivo él siempre es un mocoso desagradable es el cabecilla hermano hermana como era de esperar termina en el asiento trasero siguiendo lo que sea sorprendentemente son empujados hacia atrás ni siquiera puedo recordar los nombres bien podría incluso allí br abuela bastante al límite alcohólico tiende desagradable a hugh mickey le gusta empujar a la gente casa dar miradas malvadas ella está resoplando botellas de licor bebiendo tonto bastante ridículo tenga en cuenta que se supone que ella cuida a tres niños problemas con el alcohol nunca se abordan realmente aunque colapsar tiempo tiempo películabr br hugh uno personajes agradables película eso es su saco de boxeo los personajes mayoritarios se ensucian sin devolver a los niños tratar desagradablemente siempre regresa intenta enseñar agradable cosas que tiene taxista novia parece tomar todos los aspectos científico de la vida ofensa personal intentar irse varias veces la película dice jerga cósmica algo prueba no es exactamente longitud de onda descansar personajes afortunadamente br hermano ahí está mike myers pete pete a pesar de un propósito sólido trama de la película extremadamente infrautilizada no juega un papel amable segunda mitad desafortunado myers se quedó atascado posición papel dramático incluso pete obteniendo tiempo frente a la pantalla la mitad de myers corriendo callejones oscuros escondiendo pequeños rincones a pesar de que el punto real la línea argumental de la película acerca la película conclusión extraña e insatisfactoria personajes riendo buena nota rápida explicación extraña detrás del título película haciendo maravilla actuando viendo películasbr br cosa que vale la pena ver a petes meteorito el papel de mike myers pete eso es un desastre desarticulado el tiempo suficiente sin azotar a otro humano debido a personajes extremadamente desagradables trama inexistente al señor no le gustó ninguno",negative,negative,0.346405029296875
hablar aburrido rd calificar motociclista película poner a dormir pronto los créditos iniciales vinieron pantalla vergüenza elenco incluido muchos buenos actores entre ellos george kennedy karen negro leo gordon richard lynch lanza henriksen william forsythebr br tomar clásico occidental mediodía básicamente historia ex ejército estadounidense boina verde henriksen tratando de conseguir ayuda de alguien deshacerse de la pandilla de la ciudad de un caballo espeluznantes ciclistas br br todos intentan guión nivel de escuela primaria tristes ver ganador del premio de la academia kennedy bajada actuación excepcional guays manos luke br br problemas dormir noche sería perfecto películas vídeos rentyoull hora de dormir,negative,negative,0.23186111450195312
leyendo sitios web bette davis uno encuentra instancias los autores afirman nada especial actuación incluso sitio encontrado reclamado éxito de bette davis probablemente debido a la suerte las películas de ms davis cuentan todo lo contrario ejemplo evidente dos películas con semanas de diferencia niebla frisco servidumbre humana personajes interpretados películas aunque negativas bastante diferentes arlene ex hermosa glamorosa heredera frívola personaje muy simpático leve rojo último pálido sin educación camarera cockney imprudente no hace falta decir que la señora davis interpretó personajes entusiasmo auténtico incluso el punto anterior papel desearía actrices el primer día juego forzado último papel parecía actrices indeseable carrera destructora papel uno luchó ferozmente meses último papel lanzado entre las estrellas más grandes pregunta ms davis sabía empezar a hacer br br película le dice al estudiante de medicina phillip carey leslie howard cae infelizmente ama a la camarera cockney mildred rogers bette davis puntos de la semana muchos fuertes historia simplemente grande contado pocos minutos ejemplo bastante poco claro refinado estudiante encontró interés camarera insolente primer lugar bueno una escena expuesta sra davis ojos cautivadores emociones ya completamente evolucionadas sin embargo integridad historia preservada actuación superior howard davis bueno fantástico steiners la música cuenta toneladas de emociones incluso ver personajes rostros hecho película amalgamado phillips secuencias caminando mostrando espalda complementado estremecedor repetición de dos tonos cada detalle bien pensado max steiner escribió hermoso leitmotiv mujeres vida de phillips película usada consistentemente hermosa escena ver la cara de Sally frente calendario uno las escenas más dulces que he visto jamás exactamente debido a francis dees belleza impresionante ms dee way considerado hermoso juego papel principal ido viento bien steiners música cautivadora movimientos de cámara escenas también original refrescantebr br objeción más fuerte eventos presentados bidimensionalmente inducir espectador Mildred último puta personajes repugnantes que los hombres atraen la relación a pesar de saber abandonar tomando uso curiosamente terminado retratado personajes agradables Mildred siempre específico aún manera honesta deja saber a Phillip desprecia el interés se niega a escuchar a Phillips naturaleza masoquista conectado pie zambo experiencias infantiles razón principal problema de amor esclavizado pie zambo mucho Mildred tal vez libre comienzo normal curso de vida egoísta insolente mildred descubriendo voluntario phillips bondage compartir hacer la vida un infierno incluso teniendo en cuenta explotó darse cuenta de que la esclavitud afloja menos claro quemaría el dinero de phillips magham pretendía diferente novela bien podría robar galones borrachos champagnebr br estándares modernos película poco anticuada tiempo posterior ver revelar Nuevos detalles interesantes debido a una actuación superior. Música fascinante. La edición original merece la calificación más alta posible.,positive,positive,0.35875892639160156
tercera entrada serie fantasma mike reggie continuar persiguiendo hombre alto gatillo asistidofeliz año viejo negro gi jane espíritu micrófonos hermano fallecido murió número de fantasma original secuela bastante decepcionante desde sangre comedia negra mucho menos inspirado emocionante fantasma ii tengo sentimiento estrés simplemente puesto reggies incompetencia amante talento comediante humor lote de películas anteriores ataques secos oprimidos historia como mejor también los escenarios no son macabros más presencia constante hombre alto agnus schrim no es obvio todavía mucha sangre medio tiempo satisfactorio camino cuidado versión severamente cortada muestra asesinatos encantadores fuera de la pantalla serie fantasma completa logro de toda una vida coscarelli escribió episodios dirigidos quinta producción primero un clásico de semiculto segundo festín de terror violencia sangrienta el resto se salta fácilmente michael baldwin regresa micro a pesar de que james legros interpretó al personaje mucho mejor phantasm ii,negative,negative,0.23802685737609863
